RA220260207202602080501040120000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  120033000703000000703　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　140000002300    000590000002400000015000000089000000590000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010050000160000211000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
SE22026020720260208100106088152022107149ヴォラヴィア　　　　　　　　　　　　00110404201178杉山佳明830033巴山　尊文　　　　　　　　　　　　　　　　　　　　　　　　　　　緑，桃星散，袖黒一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000120200000鷲頭虎太　　　　20       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
RA220260207202602081001060920000かささぎ賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KASASAGI SHO                                                                                                                                                                                                                                                                                                                                                            かささぎ賞　　　　　かささぎ賞　かささ0000E 12A043000005000000005　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　120000001700A   001140000004600000029000000170000001140000000000000000000000000000000000000000000000000000000000000032200000092000000460000000000000000000000000000000000000000014050000150000221000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
SE22026020720260208100106096102023101174ドルチェミスト　　　　　　　　　　　00210503201194小栗実　003060ゴドルフィン　　　　　　　　　　　　　　　　　　　　　　　　　　青，袖水色一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000115700000鮫島克駿　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106094062023101930ワタシイノッテマス　　　　　　　　　21110103305242角田輝也554008吉田　勝利　　　　　　　　　　　　　　　　　　　　　　　　　　　緑，黄縦縞，黄袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000505300000丸野勝虎　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106091012023102027フィオラーノ　　　　　　　　　　　　00110303201101吉田直弘032800ローレルレーシング　　　　　　　　　　　　　　　　　　　　　　　海老，白玉霰　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000119100000松本大輝　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106098152023103355クリエープキー　　　　　　　　　　　00210303101106牧光二　471031中平　和宏　　　　　　　　　　　　　　　　　　　　　　　　　　　黒，鼠袖，白三本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000116800000富田暁　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106095082023103936ハネマン　　　　　　　　　　　　　　00210303101177伊坂重信590033前川　俊行　　　　　　　　　　　　　　　　　　　　　　　　　　　赤，桃袖，白山形一文字　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000100113400000嶋田純次　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106098142023103980ポペット　　　　　　　　　　　　　　00210403201135高橋康之336030小林　竜太郎　　　　　　　　　　　　　　　　　　　　　　　　　　黄，白袖，赤星散　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000101500000古川吉洋　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106095092023104528トップアタック　　　　　　　　　　　00110303201197小椋研介358031紅露　純　　　　　　　　　　　　　　　　　　　　　　　　　　　　黒，赤銭形散，赤袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000115400000松若風馬　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106092032023104998カイショー　　　　　　　　　　　　　00210403201173長谷川浩738031嶽崎　元彦　　　　　　　　　　　　　　　　　　　　　　　　　　　青，桃元禄，袖白縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000117800000斎藤新　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106092022023105185ミトノリン　　　　　　　　　　　　　00210303201210前川恭子018700ロイヤルパーク　　　　　　　　　　　　　　　　　　　　　　　　　黄，赤一本輪，袖赤縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000109100000丹内祐次　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106094072023105812ラスベガスサイン　　　　　　　　　　00210303201173長谷川浩170800ロードホースクラブ　　　　　　　　　　　　　　　　　　　　　　　白，青一本輪，青袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000120600000小林美駒　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106093042023106184ネネキリマル　　　　　　　　　　　　00110303201198河嶋宏樹646030中辻　明　　　　　　　　　　　　　　　　　　　　　　　　　　　　白，青星散，袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000100112400000国分恭介　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106097132023106912ジュジュドール　　　　　　　　　　　00210103201196西園翔太350031フォレストレーシング　　　　　　　　　　　　　　　　　　　　　　水色，海老縦縞，海老袖白一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000119200000横山琉人　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106097122023110040エンヴィーミー　　　　　　　　　　　06210103200427森秀行　242031前田　幸大　　　　　　　　　　　　　　　　　　　　　　　　　　　水色，赤十字襷，袖赤二本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000120900000石神深道　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106096112023110054クワイエットアイ　　　　　　　　　　06110103201039中竹和也242031前田　幸大　　　　　　　　　　　　　　　　　　　　　　　　　　　水色，赤十字襷，袖赤二本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000121200000柴田裕一　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106093052023110097ジャスパールビー　　　　　　　　　　06210303200427森秀行　672033加藤　和夫　　　　　　　　　　　　　　　　　　　　　　　　　　　桃，青縦縞，白袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000122000000田山旺佑　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
RA220260207202602081001061020000由布院特別　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　YUFUIN TOKUBETSU                                                                                                                                                                                                                                                                                                                                                        由布院特別　　　　　由布院特別　由布院0000E 14A044000000010010010　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　170000002400    001580000006300000040000000240000001580000000000000000000000000000000000000000000000000000000000000035700000102000000510000000000000000000000000000000000000000014400000160000221000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
SE22026020720260208100106108162017101772ヤマニンガラッシア　　　　　　　　　05110509101182辻哲英　329004土井　肇　　　　　　　　　　　　　　　　　　　　　　　　　　　　水色，袖赤三本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000119200000横山琉人　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106103052019103829キングロコマイカイ　　　　　　　　　00110407201188畑端省吾324030大和屋　暁　　　　　　　　　　　　　　　　　　　　　　　　　　　緑，黒うろこ，袖黒縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000116100000菊沢一樹　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106102042020103123マルカブリッツ　　　　　　　　　　　00110306201203福永祐一927033日下部　猛　　　　　　　　　　　　　　　　　　　　　　　　　　　桃，黄襷，緑袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000118500000小沢大仁　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106104072020103967グレイスオブゴッド　　　　　　　　　00210706201193緒方努　051700キャピタルクラブ　　　　　　　　　　　　　　　　　　　　　　　　緑，黄縦縞，青袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000114200000長岡禎仁　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106104082021100292パフ　　　　　　　　　　　　　　　　00110305201154橋口慎介788800ノースヒルズ　　　　　　　　　　　　　　　　　　　　　　　　　　水色，赤十字襷，赤袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000120000000西塚洸二　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106108152021100639アストラカ　　　　　　　　　　　　　00310305201166石坂公一482002水上　行雄　　　　　　　　　　　　　　　　　　　　　　　　　　　白，紫菱山形，紫袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000100116800000富田暁　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106106122021101045タイセイミッション　　　　　　　　　00310405101023伊藤圭三224007田中　成奉　　　　　　　　　　　　　　　　　　　　　　　　　　　青，白玉霰，青袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000100110900000黛弘人　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106103062021105931ギマール　　　　　　　　　　　　　　00110205201066岡田稲男045803カナヤマホールディングス　　　　　　　　　　　　　　　　　　　　黒，緑星散，袖緑縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000112400000国分恭介　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106106112021107262サンキャメロン　　　　　　　　　　　00210105100423上原博之059803加藤ステーブル　　　　　　　　　　　　　　　　　　　　　　　　　白，青十字襷，袖青一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000100119100000松本大輝　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106107132022100664グランキングオー　　　　　　　　　　00110304201135高橋康之015803サイプレスホールディングス　　　　　　　　　　　　　　　　　　　白，赤十字襷，黒袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000115700000鮫島克駿　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106105092022100736ポッドフォルク　　　　　　　　　　　00110104201028西園正都042033小川　眞査雄　　　　　　　　　　　　　　　　　　　　　　　　　　緑，黒ダイヤモンド　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000114100000中井裕二　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106107142022102196サンライズシュガー　　　　　　　　　00110404201185小林真也399803ライフハウス　　　　　　　　　　　　　　　　　　　　　　　　　　紫，白星散，白袖紫一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000115600000加藤祥太　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106105102022102905ディアウス　　　　　　　　　　　　　00110404201176吉岡辰弥542800ライオンレースホース　　　　　　　　　　　　　　　　　　　　　　黄，黒山形二本輪，白袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000109500000吉田隼人　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106101012022103255メイショウソウセキ　　　　　　　　　00110304201092松永幹夫911008松本　好隆　　　　　　　　　　　　　　　　　　　　　　　　　　　青，桃襷，桃袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000118600000角田大和　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106101022022103778ライフゲート　　　　　　　　　　　　00310104101023伊藤圭三761031斉藤　三寛　　　　　　　　　　　　　　　　　　　　　　　　　　　青，白襷，袖赤縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000109100000丹内祐次　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106102032022105844タイヨウフレア　　　　　　　　　　　00210104101008杉浦宏昭880033小林　善一　　　　　　　　　　　　　　　　　　　　　　　　　　　水色，黄星散，青袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　550000000101500000古川吉洋　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
RA220260207202602081001061120000小倉日経賞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　KOKURA NIKKEI SHO                                                                                                                                                                                                                                                                                                                                                       小倉日経賞　　　　　小倉日経賞　小日経0000E 14N042000000999999999　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　200000001700A   002400000009600000060000000360000002400000000000000000000000000000000000000000000000000000000000000025900000074000000370000000000000000000000000000000000000000015150000120000221000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
SE22026020720260208100106113032016103730ザイツィンガー　　　　　　　　　　　00110710201123牧田和弥875006永田　和彦　　　　　　　　　　　　　　　　　　　　　　　　　　　黒，袖赤一本輪，黄鋸歯形　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000115400000松若風馬　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106114042019105193バトルボーン　　　　　　　　　　　　00110307101163林徹　　226800サンデーレーシング　　　　　　　　　　　　　　　　　　　　　　　黒，赤十字襷，袖黄縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000113500000杉原誠人　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106117092019106933ダンテスヴュー　　　　　　　　　　　00110307201061友道康夫708800金子真人ホールディングス　　　　　　　　　　　　　　　　　　　　黒，青袖，黄鋸歯形　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000101500000古川吉洋　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106116082020100495ドラゴンヘッド　　　　　　　　　　　00110706101064武藤善則053803杉山　忠国　　　　　　　　　　　　　　　　　　　　　　　　　　　黄，緑一本輪，黒袖緑縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000119200000横山琉人　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106118112020101025アスクドゥポルテ　　　　　　　　　　00110306201084梅田智之037803廣崎利洋ＨＤ　　　　　　　　　　　　　　　　　　　　　　　　　　黒，白菱山形，袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000120000000西塚洸二　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106116072020103082カネフラ　　　　　　　　　　　　　　00110306201135高橋康之415800社台レースホース　　　　　　　　　　　　　　　　　　　　　　　　黄，黒縦縞，袖青一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000119100000松本大輝　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106118122020105424シルトホルン　　　　　　　　　　　　00110406101116新開幸一013803ディアレストクラブ　　　　　　　　　　　　　　　　　　　　　　　薄紫，青一本輪，袖青縦縞　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000115700000鮫島克駿　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106115062020105750マイネルメモリー　　　　　　　　　　00110406201018宮徹　　546800サラブレッドクラブ・ラフィアン　　　　　　　　　　　　　　　　　赤，緑袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000000109100000丹内祐次　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106111012021106782コスモブッドレア　　　　　　　　　　00110705101125小野次郎716800ビッグレッドファーム　　　　　　　　　　　　　　　　　　　　　　赤，緑格子，赤袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　570000100116100000菊沢一樹　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106112022022104832ヴィンセンシオ　　　　　　　　　　　00110404101201森一誠　486800キャロットファーム　　　　　　　　　　　　　　　　　　　　　　　緑，白二本輪，白袖赤一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000109500000吉田隼人　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106115052022104959キングノジョー　　　　　　　　　　　00110304101162田中博康969031ＴＮレーシング　　　　　　　　　　　　　　　　　　　　　　　　　黒，赤星散，赤袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000122100000舟山瑠泉　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106117102022105346レーゼドラマ　　　　　　　　　　　　00210304201183辻野泰之415800社台レースホース　　　　　　　　　　　　　　　　　　　　　　　　黄，黒縦縞，袖青一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　540000100117800000斎藤新　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
RA220260207202602081001061220000　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　                                                                                                                                                                                                                                                                                                                                                                        　　　　　　　　　　　　　　　　　　　0000  140034000000005005005　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　120000001700A   000820000003300000021000000120000000820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016000000180000221000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                      00                                                                      00                                                                      00                                                                      0
SE22026020720260208100106128182019103672フーレイ　　　　　　　　　　　　　　05210307201215加藤公太190803ネコメンレーシング　　　　　　　　　　　　　　　　　　　　　　　黒，白袖，鼠鋸歯形　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000116800000富田暁　　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106122042020101652ドライグ　　　　　　　　　　　　　　00110306201032大根田裕548033奥　裕嗣　　　　　　　　　　　　　　　　　　　　　　　　　　　　白，青山形一本輪，赤袖青一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000100120200000鷲頭虎太　　　　20       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106125092020102269ツィスカリーゼ　　　　　　　　　　　05110406101063的場均　074031谷口　祐人　　　　　　　　　　　　　　　　　　　　　　　　　　　黄，水色一本輪，赤袖黄一本輪　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　580000000110800000的場勇人　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
SE22026020720260208100106126112020102950テクノデザイン　　　　　　　　　　　00210406201120千田輝彦758005吉田　照哉　　　　　　　　　　　　　　　　　　　　　　　　　　　黄，黒縦縞，赤袖　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　560000000119100000松本大輝　　　　00       00000000000         0000000000000000000000000000000000000000000000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000　　　　　　　　　　　　　　　　　　0000000000000000000000
